id,type,related_planets,house,reading,source_month,source_sign
697,月食,,,10月28日的月食将会触发一个决定，所以我要补充一点，如果你一直都不太开心，你可能会下定决心离开某段你称之为关系的重要的关系,2023-10,天蝎座
698,日食,火星,,10月14日，在火星离开之后，新月日食发生在天秤座21度，为你的第十一宫增添了更多的能量,2023-10,射手座
699,日食,火星,,10月14日，在火星离开之后，新月日食发生在天秤座21度，为你的第十一宫增添了更多的能量,2023-10,射手座
700,日食,火星,,火星从该宫位撤离后，巨蟹将迎来另一个重要的星象——10月14日发生在天秤宫21°的新月日食,2023-10,巨蟹座
701,日食,火星,,火星从该宫位撤离后，巨蟹将迎来另一个重要的星象——10月14日发生在天秤宫21°的新月日食,2023-10,巨蟹座
702,月食,,,10月28日，是金牛座5°的满月月食，本次月食让你将关注力集中到某位亲密的女性友人身上,2023-10,巨蟹座
703,月食,,,10月28日，是金牛座5°的满月月食，本次月食让你将关注力集中到某位亲密的女性友人身上,2023-10,巨蟹座
704,月食,,,10月28日，是金牛座5°的满月月食，本次月食让你将关注力集中到某位亲密的女性友人身上,2023-10,巨蟹座
705,日食,火星,,10月11日当火星离开天秤座后，随即新月日食就于10月14日出现在你星盘中同样的位置天秤座（21度）内,2023-10,摩羯座
706,日食,火星,,10月11日当火星离开天秤座后，随即新月日食就于10月14日出现在你星盘中同样的位置天秤座（21度）内,2023-10,摩羯座
707,日食,火星,,10月11日当火星离开天秤座后，随即新月日食就于10月14日出现在你星盘中同样的位置天秤座（21度）内,2023-10,摩羯座
708,月食,,,与此同时，你还将迎来另一次食相，那就是10月28日发生在金牛座5度点亮你第5宫真爱宫的满月月食,2023-10,摩羯座
709,月食,,,与此同时，你还将迎来另一次食相，那就是10月28日发生在金牛座5度点亮你第5宫真爱宫的满月月食,2023-10,摩羯座
710,月食,,,与此同时，你还将迎来另一次食相，那就是10月28日发生在金牛座5度点亮你第5宫真爱宫的满月月食,2023-10,摩羯座
711,日食,,,那次旅行只是你的开胃菜，所以看起来在10月14日天秤座新月日食之后，一场更重要的旅行即将到来,2023-10,水瓶座
712,日食,,,那次旅行只是你的开胃菜，所以看起来在10月14日天秤座新月日食之后，一场更重要的旅行即将到来,2023-10,水瓶座
713,日食,,,那次旅行只是你的开胃菜，所以看起来在10月14日天秤座新月日食之后，一场更重要的旅行即将到来,2023-10,水瓶座
714,月食,火星,,就在火星离开你掌管遥远旅行的第九宫时，你将在10月14日在天秤座21度看到新月食，这也是你星盘上的旅行区域,2023-10,水瓶座
715,月食,火星,,就在火星离开你掌管遥远旅行的第九宫时，你将在10月14日在天秤座21度看到新月食，这也是你星盘上的旅行区域,2023-10,水瓶座
716,月食,,,由于2021年11月开始的天蝎座-金牛座系列月食，许多水瓶座人一直在搬家、购买和出售房产,2023-10,水瓶座
717,月食,木星,,10月28日的月食是这个系列中最甜蜜的一次月食，因为满月将与木星肩并肩地绕轨道运行,2023-10,水瓶座
718,月食,木星,,10月28日的月食是这个系列中最甜蜜的一次月食，因为满月将与木星肩并肩地绕轨道运行,2023-10,水瓶座
719,月食,木星,,10月28日的月食是这个系列中最甜蜜的一次月食，因为满月将与木星肩并肩地绕轨道运行,2023-10,水瓶座
720,日食,,,新月发生在10月14日，天秤座21度，这是个新月日食，将帮助你们和重要的另一半进一步巩固长期计划，可能有些情况比计划的还要来得快,2023-10,白羊座
721,日食,,,新月发生在10月14日，天秤座21度，这是个新月日食，将帮助你们和重要的另一半进一步巩固长期计划，可能有些情况比计划的还要来得快,2023-10,白羊座
722,月食,,,两周后，满月月食发生在金牛座5度，10月28日那天，它会落于代表收入的二宫，预示可能会有新的收入来源到来,2023-10,白羊座
723,月食,,,两周后，满月月食发生在金牛座5度，10月28日那天，它会落于代表收入的二宫，预示可能会有新的收入来源到来,2023-10,白羊座
724,月食,,,两周后，满月月食发生在金牛座5度，10月28日那天，它会落于代表收入的二宫，预示可能会有新的收入来源到来,2023-10,白羊座
725,月食,,6,进入11月，你可能会关注健康问题，因为10月28日的月食——一个友好的月食——来到了你的第六健康宫,2023-11,双子座
726,月食,,6,进入11月，你可能会关注健康问题，因为10月28日的月食——一个友好的月食——来到了你的第六健康宫,2023-11,双子座
727,月食,,,一轮麻烦的新月（但不是月食）将于11月13日在天蝎座21度出现，把你的注意力吸引到工作上，还有向你汇报工作的个人或团队中的某个成员身上,2023-11,双子座
728,月食,,,一轮麻烦的新月（但不是月食）将于11月13日在天蝎座21度出现，把你的注意力吸引到工作上，还有向你汇报工作的个人或团队中的某个成员身上,2023-11,双子座
729,月食,,2,上个月经历了两个日月食——10月15日发生在你星盘第二宫财务宫的天秤座日食，可能带来了新的收入渠道或贵重礼物,2023-11,处女座
730,月食,,2,上个月经历了两个日月食——10月15日发生在你星盘第二宫财务宫的天秤座日食，可能带来了新的收入渠道或贵重礼物,2023-11,处女座
731,日食,,,11月13日我们即将迎来天蝎座21°新月（不是日食），这个新月不是全然顺利的，新月出现在你星盘掌管沟通交流的第三宫，你可能开始劳资谈判、需要起草或签署合同、开始写书、发送重要的投稿、举荐信、组稿科研白皮书、被指派去做重要的医药研究以供同行评议、为法院案例撰写开场陈述、撰写纪录片文稿或剧本等等,2023-11,处女座
732,日食,,,11月13日我们即将迎来天蝎座21°新月（不是日食），这个新月不是全然顺利的，新月出现在你星盘掌管沟通交流的第三宫，你可能开始劳资谈判、需要起草或签署合同、开始写书、发送重要的投稿、举荐信、组稿科研白皮书、被指派去做重要的医药研究以供同行评议、为法院案例撰写开场陈述、撰写纪录片文稿或剧本等等,2023-11,处女座
733,月食,,,10月28日的金牛座满月月食点亮了你掌管他人钱财的第八宫，金钱主题便由此拉开了序幕,2023-11,天秤座
734,月食,,,10月28日的金牛座满月月食点亮了你掌管他人钱财的第八宫，金钱主题便由此拉开了序幕,2023-11,天秤座
735,月食,,,11 月 13 日的新月发生在天蝎座21°，金钱将继续消耗你的思维，这次新月虽然不是月食，但也挺麻烦,2023-11,天秤座
736,月食,,,11 月 13 日的新月发生在天蝎座21°，金钱将继续消耗你的思维，这次新月虽然不是月食，但也挺麻烦,2023-11,天秤座
737,月食,,,工作方面进展顺利，从10月28日发生在你的第六宫工作日常宫金牛座的满月月偏食带来的消息来看，你似乎在给某个重要的大项目收尾,2023-11,射手座
738,月食,,,工作方面进展顺利，从10月28日发生在你的第六宫工作日常宫金牛座的满月月偏食带来的消息来看，你似乎在给某个重要的大项目收尾,2023-11,射手座
739,月食,,,工作方面进展顺利，从10月28日发生在你的第六宫工作日常宫金牛座的满月月偏食带来的消息来看，你似乎在给某个重要的大项目收尾,2023-11,射手座
740,月食,,,工作方面进展顺利，从10月28日发生在你的第六宫工作日常宫金牛座的满月月偏食带来的消息来看，你似乎在给某个重要的大项目收尾,2023-11,射手座
741,月食,木星,,如果你已有伴侣，那么由于10月28日木星与满月月食合相——这是一个罕见而辉煌的星象配置——会将第5宫所象征的爱情直接与第7宫代表的婚姻相连,2023-11,摩羯座
742,月食,木星,,如果你已有伴侣，那么由于10月28日木星与满月月食合相——这是一个罕见而辉煌的星象配置——会将第5宫所象征的爱情直接与第7宫代表的婚姻相连,2023-11,摩羯座
743,月食,,,由于上个月10月28日发生在金牛座的满月月食，你可能会庆祝事业上的一次胜利，因为它照亮了你代表荣誉、奖励和成就的第十宫,2023-11,狮子座
744,月食,,,由于上个月10月28日发生在金牛座的满月月食，你可能会庆祝事业上的一次胜利，因为它照亮了你代表荣誉、奖励和成就的第十宫,2023-11,狮子座
745,月食,,,由于上个月10月28日发生在金牛座的满月月食，你可能会庆祝事业上的一次胜利，因为它照亮了你代表荣誉、奖励和成就的第十宫,2023-11,狮子座
746,月食,木星,,代表礼物和幸运的木星，会和满月相合，这样一来，最有影响力，通常带来变局的日月食和木星遇上，好消息蜂拥而至就不言而喻，真是令人高兴,2023-11,白羊座
747,月食,木星,,代表礼物和幸运的木星，会和满月相合，这样一来，最有影响力，通常带来变局的日月食和木星遇上，好消息蜂拥而至就不言而喻，真是令人高兴,2023-11,白羊座
748,月食,天王星,,财务会是白羊持续关注的话题，因为11月13日，新月发生在天蝎座21度（但没有日月食），但因为天王星的心情不怎么样，会搅局，导致白羊会再次感觉到财务压力,2023-11,白羊座
749,月食,天王星,,财务会是白羊持续关注的话题，因为11月13日，新月发生在天蝎座21度（但没有日月食），但因为天王星的心情不怎么样，会搅局，导致白羊会再次感觉到财务压力,2023-11,白羊座
